operacao,p,q,custo_i,total_acessos,custo_medio
537,0,537,3,1611,3.0
538,0,538,3,1614,3.0
539,0,539,3,1617,3.0
540,0,540,3,1620,3.0
541,0,541,3,1623,3.0
542,0,542,3,1626,3.0
543,0,543,3,1629,3.0
544,0,544,3,1632,3.0
545,0,545,3,1635,3.0
546,0,546,3,1638,3.0
547,0,547,3,1641,3.0
548,0,548,3,1644,3.0
549,0,549,3,1647,3.0
550,0,550,3,1650,3.0
551,0,551,3,1653,3.0
552,0,552,3,1656,3.0
553,0,553,3,1659,3.0
554,0,554,3,1662,3.0
555,0,555,3,1665,3.0
556,0,556,3,1668,3.0
557,0,557,3,1671,3.0
558,0,558,3,1674,3.0
559,0,559,3,1677,3.0
560,0,560,3,1680,3.0
561,0,561,3,1683,3.0
562,0,562,3,1686,3.0
563,0,563,3,1689,3.0
564,0,564,3,1692,3.0
565,0,565,3,1695,3.0
566,0,566,3,1698,3.0
567,0,567,3,1701,3.0
568,0,568,3,1704,3.0
569,0,569,3,1707,3.0
570,0,570,3,1710,3.0
571,0,571,3,1713,3.0
572,0,572,3,1716,3.0
573,0,573,3,1719,3.0
574,0,574,3,1722,3.0
575,0,575,3,1725,3.0
576,0,576,3,1728,3.0
577,0,577,3,1731,3.0
578,0,578,3,1734,3.0
579,0,579,3,1737,3.0
580,0,580,3,1740,3.0
581,0,581,3,1743,3.0
582,0,582,3,1746,3.0
583,0,583,3,1749,3.0
584,0,584,3,1752,3.0
585,0,585,3,1755,3.0
586,0,586,3,1758,3.0
587,0,587,3,1761,3.0
588,0,588,3,1764,3.0
589,0,589,3,1767,3.0
590,0,590,3,1770,3.0
591,0,591,3,1773,3.0
592,0,592,3,1776,3.0
593,0,593,3,1779,3.0
594,0,594,3,1782,3.0
595,0,595,3,1785,3.0
596,0,596,3,1788,3.0
597,0,597,3,1791,3.0
598,0,598,3,1794,3.0
599,0,599,3,1797,3.0
600,0,600,3,1800,3.0
601,0,601,3,1803,3.0
602,0,602,3,1806,3.0
603,0,603,3,1809,3.0
604,0,604,3,1812,3.0
605,0,605,3,1815,3.0
606,0,606,3,1818,3.0
607,0,607,3,1821,3.0
608,0,608,3,1824,3.0
609,0,609,3,1827,3.0
610,0,610,3,1830,3.0
611,0,611,3,1833,3.0
612,0,612,3,1836,3.0
613,0,613,3,1839,3.0
614,0,614,3,1842,3.0
615,0,615,3,1845,3.0
616,0,616,3,1848,3.0
617,0,617,3,1851,3.0
618,0,618,3,1854,3.0
619,0,619,3,1857,3.0
620,0,620,3,1860,3.0
621,0,621,3,1863,3.0
622,0,622,3,1866,3.0
623,0,623,3,1869,3.0
624,0,624,3,1872,3.0
625,0,625,3,1875,3.0
626,0,626,3,1878,3.0
627,0,627,3,1881,3.0
628,0,628,3,1884,3.0
629,0,629,3,1887,3.0
630,0,630,3,1890,3.0
