operacao,p,q,custo_i,total_acessos,custo_medio
1,4,3,13,13,13.0
2,3,8,14,27,13.5
3,6,5,13,40,13.333333333333334
4,9,4,13,53,13.25
5,2,1,13,66,13.2
6,8,9,2,68,11.333333333333334
7,5,0,14,82,11.714285714285714
8,7,2,13,95,11.875
9,6,1,15,110,12.222222222222221
10,1,0,2,112,11.2
11,6,7,2,114,10.363636363636363
